"Step","shared_encoder_v2 - generated B distribution"
"1282","{""_type"":""histogram"",""values"":[187,943,5646,22480,45142,52766,51963,52102,51345,49693,46656,43180,39899,36881,34679,32449,30080,28758,27453,26019,24968,23939,22973,22114,21560,20582,19605,18733,17973,17004,15761,14780,13531,12568,11578,10269,9503,8456,7709,6924,6157,5594,5008,4610,4133,3665,3357,2975,2590,2217,1897,1597,1358,1133,886,727,548,425,277,204,170,81,60,56],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1287","{""_type"":""histogram"",""values"":[88,807,3834,8678,13266,16068,17904,20606,23878,26353,27216,27359,26765,26504,26011,25834,25611,25932,26305,26292,26479,27127,27271,26994,27434,27502,27363,27124,27116,26524,26087,25410,24931,24515,23318,22606,21563,20847,19808,18757,17648,16540,15585,14435,13098,12121,10886,9819,8525,7412,6260,5247,4093,3431,2587,2057,1550,1137,802,494,329,201,119,113],""bins"":[0,3.984375476837158,7.968750953674316,11.953126430511475,15.937501907348633,19.92187738418579,23.90625286102295,27.890628337860107,31.875003814697266,35.859379291534424,39.84375476837158,43.82813024520874,47.8125057220459,51.79688119888306,55.781256675720215,59.76563215255737,63.75000762939453,67.73438310623169,71.71875858306885,75.703134059906,79.68750953674316,83.67188501358032,87.65626049041748,91.64063596725464,95.6250114440918,99.60938692092896,103.59376239776611,107.57813787460327,111.56251335144043,115.54688882827759,119.53126430511475,123.5156397819519,127.50001525878906,131.48439073562622,135.46876621246338,139.45314168930054,143.4375171661377,147.42189264297485,151.406268119812,155.39064359664917,159.37501907348633,163.3593945503235,167.34377002716064,171.3281455039978,175.31252098083496,179.29689645767212,183.28127193450928,187.26564741134644,191.2500228881836,195.23439836502075,199.2187738418579,203.20314931869507,207.18752479553223,211.17190027236938,215.15627574920654,219.1406512260437,223.12502670288086,227.10940217971802,231.09377765655518,235.07815313339233,239.0625286102295,243.04690408706665,247.0312795639038,251.01565504074097,255.00003051757812]}"
"1292","{""_type"":""histogram"",""values"":[363,2534,13670,42627,71890,76151,68344,62588,55797,50355,45170,40539,36044,33148,30055,27829,25995,24378,23370,22323,21165,20569,19784,18938,18092,17480,16796,15650,14887,13680,12826,12058,10977,10171,9002,8237,7336,6607,5799,5048,4447,3984,3546,2954,2668,2238,2024,1608,1389,1223,975,839,640,504,362,261,209,153,105,60,38,39,19,19],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1297","{""values"":[264,2044,9888,34290,59970,65492,61822,57196,53603,49621,44778,41097,36635,33200,30654,28599,27014,25275,24239,22891,22268,21092,20649,20187,19556,18855,18169,17197,16327,15540,14571,13796,12777,11671,10856,10063,9025,8263,7480,6684,6005,5431,4880,4407,3850,3313,3085,2616,2241,1830,1586,1307,1137,904,651,502,421,300,171,133,115,44,26,23],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1302","{""_type"":""histogram"",""values"":[159,651,3116,8991,13796,18068,21838,26173,30128,32652,34360,35008,34515,34186,33398,32902,31544,30957,30324,29847,29179,28180,27956,27129,26334,26195,25322,24619,24137,23803,22913,22412,21771,20943,19894,19110,18126,16900,15884,14807,13753,12855,11696,10502,9539,8362,7593,6647,5659,4866,4027,3449,2842,2264,1714,1350,995,745,567,383,240,136,79,86],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1307","{""_type"":""histogram"",""values"":[176,1137,8095,38434,80299,70987,59218,54760,52271,49153,43973,38831,33776,29892,27371,24958,23323,22095,21031,20339,19726,19319,18868,18722,18359,17963,17568,17519,16927,16358,15744,15191,14073,13275,11977,10755,10041,9213,8356,7494,6629,5802,5153,4749,4217,3786,3452,2991,2585,2200,1876,1627,1367,1125,887,739,580,404,295,209,141,82,61,52],""bins"":[0,3.984375476837158,7.968750953674316,11.953126430511475,15.937501907348633,19.92187738418579,23.90625286102295,27.890628337860107,31.875003814697266,35.859379291534424,39.84375476837158,43.82813024520874,47.8125057220459,51.79688119888306,55.781256675720215,59.76563215255737,63.75000762939453,67.73438310623169,71.71875858306885,75.703134059906,79.68750953674316,83.67188501358032,87.65626049041748,91.64063596725464,95.6250114440918,99.60938692092896,103.59376239776611,107.57813787460327,111.56251335144043,115.54688882827759,119.53126430511475,123.5156397819519,127.50001525878906,131.48439073562622,135.46876621246338,139.45314168930054,143.4375171661377,147.42189264297485,151.406268119812,155.39064359664917,159.37501907348633,163.3593945503235,167.34377002716064,171.3281455039978,175.31252098083496,179.29689645767212,183.28127193450928,187.26564741134644,191.2500228881836,195.23439836502075,199.2187738418579,203.20314931869507,207.18752479553223,211.17190027236938,215.15627574920654,219.1406512260437,223.12502670288086,227.10940217971802,231.09377765655518,235.07815313339233,239.0625286102295,243.04690408706665,247.0312795639038,251.01565504074097,255.00003051757812]}"
"1312","{""_type"":""histogram"",""values"":[325,2506,13872,40040,66377,70292,62069,56111,51697,47048,42348,38241,34030,31082,28118,26374,25123,23542,22774,22225,21207,20648,20370,19861,19686,18910,18289,17687,17259,16567,15803,14915,13873,13078,12080,10789,9844,8510,7619,6750,5945,5234,4597,4017,3542,2892,2588,2320,1917,1564,1320,1145,903,730,535,412,314,230,161,96,69,52,26,28],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1317","{""values"":[321,2324,14066,45581,76544,85219,80200,70821,61609,53218,45719,40055,35324,31470,28553,26500,24458,23188,21944,20727,19885,19107,18225,17670,16962,16476,15751,14508,13942,12869,11966,10954,9953,9009,7956,7063,6146,5199,4618,3888,3298,2863,2350,2076,1613,1367,1141,878,744,597,420,325,256,182,129,101,75,56,39,35,16,14,7,6],""_type"":""histogram"",""bins"":[0,3.984375,7.96875,11.953125,15.9375,19.921875,23.90625,27.890625,31.875,35.859375,39.84375,43.828125,47.8125,51.796875,55.78125,59.765625,63.75,67.734375,71.71875,75.703125,79.6875,83.671875,87.65625,91.640625,95.625,99.609375,103.59375,107.578125,111.5625,115.546875,119.53125,123.515625,127.5,131.484375,135.46875,139.453125,143.4375,147.421875,151.40625,155.390625,159.375,163.359375,167.34375,171.328125,175.3125,179.296875,183.28125,187.265625,191.25,195.234375,199.21875,203.203125,207.1875,211.171875,215.15625,219.140625,223.125,227.109375,231.09375,235.078125,239.0625,243.046875,247.03125,251.015625,255]}"
"1322","{""values"":[167,957,3848,9146,13128,16334,19492,22985,27547,30169,32014,31863,31161,30213,30147,29517,29393,28991,28793,28615,28825,28471,28349,28384,28106,27343,26913,26772,26001,25364,24758,24062,23222,22416,21062,19774,18700,17760,16691,15479,14570,13480,12395,11365,10492,9680,8762,7734,6986,5898,5222,4311,3548,2983,2246,1777,1346,970,710,455,295,191,120,108],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1327","{""values"":[377,3144,19709,62771,109501,121209,106541,90858,74143,59978,48257,39398,32947,27347,23249,19837,17572,15600,14236,13166,12159,11152,10415,9880,9341,8904,8409,7912,7592,7182,6649,6227,5567,5319,4705,4282,3748,3263,2891,2479,2081,1721,1493,1190,957,720,617,513,333,308,226,143,100,75,60,42,36,17,9,9,5,1,1,3],""_type"":""histogram"",""bins"":[0,3.537653684616089,7.075307369232178,10.612961053848267,14.150614738464355,17.688268423080444,21.225922107696533,24.763575792312622,28.30122947692871,31.8388831615448,35.37653684616089,38.91419053077698,42.451844215393066,45.989497900009155,49.527151584625244,53.06480526924133,56.60245895385742,60.14011263847351,63.6777663230896,67.21542000770569,70.75307369232178,74.29072737693787,77.82838106155396,81.36603474617004,84.90368843078613,88.44134211540222,91.97899580001831,95.5166494846344,99.05430316925049,102.59195685386658,106.12961053848267,109.66726422309875,113.20491790771484,116.74257159233093,120.28022527694702,123.81787896156311,127.3555326461792,130.8931863307953,134.43084001541138,137.96849370002747,141.50614738464355,145.04380106925964,148.58145475387573,152.11910843849182,155.6567621231079,159.194415807724,162.7320694923401,166.26972317695618,169.80737686157227,173.34503054618835,176.88268423080444,180.42033791542053,183.95799160003662,187.4956452846527,191.0332989692688,194.5709526538849,198.10860633850098,201.64626002311707,205.18391370773315,208.72156739234924,212.25922107696533,215.79687476158142,219.3345284461975,222.8721821308136,226.4098358154297]}"
"1332","{""values"":[103,479,2044,3857,5368,7411,10330,13623,16492,19222,21030,22448,23205,24652,25025,25704,25986,26748,27103,27513,27877,27807,28011,28547,28488,28741,28604,29041,29027,28834,28687,28273,28227,27239,26356,25629,25147,23924,22748,21421,20174,18887,17574,16379,15014,13743,12437,10891,9788,8389,7198,6015,5055,4109,3328,2603,1917,1471,988,669,440,257,158,121],""_type"":""histogram"",""bins"":[0,3.984375476837158,7.968750953674316,11.953126430511475,15.937501907348633,19.92187738418579,23.90625286102295,27.890628337860107,31.875003814697266,35.859379291534424,39.84375476837158,43.82813024520874,47.8125057220459,51.79688119888306,55.781256675720215,59.76563215255737,63.75000762939453,67.73438310623169,71.71875858306885,75.703134059906,79.68750953674316,83.67188501358032,87.65626049041748,91.64063596725464,95.6250114440918,99.60938692092896,103.59376239776611,107.57813787460327,111.56251335144043,115.54688882827759,119.53126430511475,123.5156397819519,127.50001525878906,131.48439073562622,135.46876621246338,139.45314168930054,143.4375171661377,147.42189264297485,151.406268119812,155.39064359664917,159.37501907348633,163.3593945503235,167.34377002716064,171.3281455039978,175.31252098083496,179.29689645767212,183.28127193450928,187.26564741134644,191.2500228881836,195.23439836502075,199.2187738418579,203.20314931869507,207.18752479553223,211.17190027236938,215.15627574920654,219.1406512260437,223.12502670288086,227.10940217971802,231.09377765655518,235.07815313339233,239.0625286102295,243.04690408706665,247.0312795639038,251.01565504074097,255.00003051757812]}"
"1337","{""values"":[259,1525,11065,49038,92637,95973,79641,66201,56623,48980,42463,36874,32843,28824,26287,24017,22531,21173,20136,19108,18795,18085,17457,16707,16687,16303,15559,14695,14077,13238,12401,11333,10307,9346,8509,7691,6837,6057,5383,4735,4030,3641,3168,2739,2509,2045,1829,1532,1333,1122,894,730,617,531,397,317,246,170,109,84,59,33,18,23],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1342","{""values"":[289,2243,12389,34355,45210,46774,45242,44192,44212,43910,41512,38226,34918,32773,30254,29064,27685,26351,25433,24299,23700,23077,22544,22067,21220,20499,20275,19828,19094,18731,17548,16739,15908,15007,13999,12988,11918,11023,10340,9480,8642,8052,7348,6945,6199,5688,5025,4411,3913,3450,2989,2415,2018,1667,1244,925,746,533,383,260,174,108,64,61],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1347","{""values"":[269,1870,14237,58306,104899,118660,106299,86987,71577,58114,47590,39217,32059,26565,22285,18897,16463,14640,13385,12560,11554,11004,10783,10362,9919,9734,9674,9519,9130,8994,8637,8365,7914,7500,6834,6351,5943,5090,4555,4024,3413,2922,2396,2055,1600,1254,1066,828,627,490,347,259,165,122,91,70,40,33,16,6,8,2,0,1],""_type"":""histogram"",""bins"":[0,3.8053343296051025,7.610668659210205,11.416002988815308,15.22133731842041,19.026671648025513,22.832005977630615,26.637340307235718,30.44267463684082,34.24800896644592,38.053343296051025,41.85867762565613,45.66401195526123,49.46934628486633,53.274680614471436,57.08001494407654,60.88534927368164,64.69068360328674,68.49601793289185,72.30135226249695,76.10668659210205,79.91202092170715,83.71735525131226,87.52268958091736,91.32802391052246,95.13335824012756,98.93869256973267,102.74402689933777,106.54936122894287,110.35469555854797,114.16002988815308,117.96536421775818,121.77069854736328,125.57603287696838,129.3813672065735,133.1867015361786,136.9920358657837,140.7973701953888,144.6027045249939,148.408038854599,152.2133731842041,156.0187075138092,159.8240418434143,163.6293761730194,167.4347105026245,171.24004483222961,175.04537916183472,178.85071349143982,182.65604782104492,186.46138215065002,190.26671648025513,194.07205080986023,197.87738513946533,201.68271946907043,205.48805379867554,209.29338812828064,213.09872245788574,216.90405678749084,220.70939111709595,224.51472544670105,228.32005977630615,232.12539410591125,235.93072843551636,239.73606276512146,243.54139709472656]}"
"1352","{""_type"":""histogram"",""values"":[236,1519,5296,15902,31340,39151,42271,42236,42244,41810,39855,37628,35223,32832,31375,30038,28504,28020,27353,26791,26273,25630,25391,24723,24303,23829,23112,22715,21768,20643,19628,18925,17409,16904,15436,14275,13231,12123,11455,10470,9581,8828,8319,7512,6698,6217,5612,4999,4532,3637,3309,2663,2202,1714,1366,1040,747,595,415,269,203,110,76,65],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1357","{""_type"":""histogram"",""values"":[234,1096,5366,17613,34932,47655,52396,53266,53042,51500,48562,45096,41642,38459,36068,33546,31397,29820,28197,27183,25673,24734,24068,22737,21650,20521,19694,18784,17868,16573,15712,14762,13617,12867,11749,10693,9602,8690,7655,7069,6162,5653,5022,4560,3978,3485,3085,2790,2378,1927,1729,1461,1122,874,743,535,378,296,215,154,95,56,46,44],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1362","{""values"":[300,1456,8722,34323,66975,76852,74535,66320,58514,50978,44689,38786,34586,31602,29283,26813,25668,24560,23328,22462,21660,20846,20719,19835,19023,18384,17777,17081,16504,15103,14121,12942,12047,10827,9730,8690,7678,6511,5545,4875,4256,3706,3157,2742,2274,2056,1743,1504,1224,1050,958,732,626,507,394,303,230,162,120,87,41,27,12,15],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1367","{""_type"":""histogram"",""values"":[24,109,390,1089,2422,4741,8483,13133,17823,21117,22910,23453,23790,23743,23713,24044,24218,24694,25178,25683,25834,26694,27288,27934,28085,28415,28557,29117,29335,29097,28759,28745,27922,27936,27100,26246,25453,24524,23487,22399,21289,20276,19008,17344,16400,15199,13784,12489,10772,9515,8052,6878,5638,4704,3775,2848,2184,1594,1175,808,522,329,172,137],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1372","{""values"":[318,1890,12760,39451,67714,79691,79163,72395,65515,58722,52282,45804,39634,34687,30592,27376,25135,22782,21177,19866,18912,17577,17210,16327,15792,14786,14594,13892,13016,12204,11507,10594,9753,8761,7809,7025,5982,5382,4644,4021,3434,2910,2544,2118,1857,1570,1376,1145,971,845,717,577,461,380,274,204,152,115,76,47,25,17,6,13],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
